Feature,Chi2_Score,P_Value
build,16.742984571462753,0.6072751571224893
mounted,16.74242244240332,0.6073132044089733
obedience,16.741636843059663,0.6073663768394069
snapped,16.73901965022601,0.6075435163363612
horizons,16.738245214549266,0.607595931785174
severe,16.73758557408501,0.6076405774003082
tiebreaker,16.736391241970708,0.6077214112894758
nhlpa,16.73413678140639,0.6078739939212636
feal,16.731717451057996,0.6080377319539648
missionary,16.72850661014509,0.6082550337778522
15,16.721286489606587,0.6087436530127056
morphing,16.71711875331924,0.6090256898331501
mosfet,16.71652142130065,0.6090661113546102
kz440,16.708703531855363,0.6095951297312335
leg,16.703607255966386,0.6099399635067937
id,16.700579559168684,0.6101448218395118
ctx,16.691724842913967,0.6107439125954771
seller,16.691226562756498,0.6107776236998415
d3,16.68237837591276,0.6113762209633613
dual,16.678562231686904,0.6116343751564757
os2,16.66494867457016,0.6125552257502664
neurologic,16.66229316538127,0.6127348356391249
cameras,16.659612139438376,0.612916166493765
rome,16.659052733634226,0.6129540012105074
selfish,16.657222047712953,0.6130778158628913
intervention,16.651217407637862,0.6134839108259337
football,16.650618571536015,0.6135244088336094
pontiac,16.641409320220774,0.6141471785363637
anonymity,16.640678096539,0.6141966244414075
duc,16.63880379252574,0.6143233645288082
benchmark,16.635766938074074,0.614528710580637
leo,16.63295120461705,0.6147190987731241
augustine,16.62907516075673,0.6149811710629669
clearify,16.62547016958407,0.6152249064082446
clone,16.620236180936995,0.6155787614863233
saddam,16.614550281520565,0.6159631449777863
sc300,16.610040503897622,0.6162680011744275
empirical,16.608761258730315,0.6163544738645879
sail,16.60711145135942,0.6164659933947267
beginner,16.606248625172096,0.616524315683585
officers,16.60517090570538,0.6165971627341402
koz,16.603410683941345,0.616716140634584
companies,16.60314850100879,0.6167338620372216
booster,16.586884568334007,0.6178330596248944
rec,16.586052805218603,0.6178892684122593
bishop,16.585399766393646,0.6179333989823281
saviour,16.58014170184522,0.6182887113663306
ignorant,16.579788478258564,0.6183125795164789
threat,16.577718284434233,0.6184524652407648
normals,16.57264228116354,0.6187954418229937
affair,16.56308544306242,0.6194411193759368
york,16.548929702781628,0.62039735713149
gifts,16.54750884292443,0.6204933278825767
capri,16.54571261415067,0.6206146499337255
transfusion,16.54511394485441,0.6206550849802761
polls,16.539512787063074,0.6210333796247445
andresen,16.538408762442455,0.6211079404906489
turmeric,16.522385079442277,0.6221899773432986
henneman,16.521388320235637,0.6222572776617542
fatah,16.520676894997493,0.6223053118836285
federalist,16.508844097191293,0.6231041689952572
fedorov,16.50518903402118,0.6233509017491567
boot_b,16.503512415372242,0.6234640763263898
quicken,16.502113232506105,0.6235585213375137
leaders,16.50209762340819,0.6235595749422607
workstation,16.497430102750215,0.6238746186223234
israelites,16.496752200465117,0.6239203731407703
125,16.487376652157902,0.6245531201064056
35,16.48535146967484,0.6246897857216258
beings,16.483089646215024,0.6248424154985996
microwaves,16.480532805554905,0.6250149467686219
zoom,16.474131042549182,0.6254468963039979
switzerland,16.472667220010376,0.6255456593955606
workgroups,16.470187652556962,0.625712948808963
screws,16.463459942391538,0.6261668147135191
hawerchuk,16.46303310361004,0.6261956085108362
adlib,16.461118343732053,0.6263247723931697
lox,16.460601383052907,0.6263596442961248
68010,16.44401075460395,0.6274786169775776
translate,16.4390277617584,0.6278146394181496
floppies,16.434564486725826,0.6281155910345476
texture,16.42917112571278,0.6284792260381808
scholars,16.41693751078086,0.6293039226818137
piece,16.414185622306896,0.6294894093874102
nasal,16.411493148245736,0.6296708825428805
breton,16.411129068088357,0.6296954209285996
metzler,16.410570426101245,0.6297330721402927
specint92,16.40989081129981,0.6297788761378755
persecution,16.407335212559868,0.6299511108066709
responsibility,16.406338533425156,0.630018279879939
erzincan,16.40543517260459,0.6300791589172878
encryptions,16.40470100987855,0.6301286346704309
eternity,16.40393966401714,0.6301799416184654
territorial,16.403053186696788,0.6302396802566363
1919,16.402149850006317,0.6303005540361581
rotor,16.40019662257392,0.6304321741070711
following,16.399367117239148,0.6304880696843742
4500,16.394172992551393,0.6308380524189892
lxmu,16.380482860580383,0.6317603387030786
echo,16.376997789656205,0.6319950854648833
burned,16.370766390029644,0.6324147800833178
deficits,16.364028602874505,0.6328685241366627
sel,16.36393800688202,0.6328746247561357
32bis,16.36025219757665,0.6331228133641884
modems,16.358260305643096,0.6332569324765991
creationist,16.35258433373159,0.6336390811975006
macplus,16.35049433891323,0.6337797844263109
election,16.35025030198391,0.6337962131698147
caronni,16.349924582751242,0.6338181407012402
chants,16.349146857113475,0.6338704968858284
skidmore,16.34878611532402,0.6338947816063645
right,16.348301121435817,0.6339274305596636
1926,16.346828675585012,0.6340265511438692
vlbi,16.340724586800324,0.6344374286940611
roofs,16.340144639337115,0.6344764634105572
medications,16.339834566235243,0.634497333416297
vhs,16.339740727433703,0.6345036493731668
nuclear,16.336698879001965,0.634708378905857
painless,16.334655526218295,0.6348458982755536
newbie,16.33011381369474,0.6351515388454502
spence,16.32559020785559,0.6354559326019683
huntsville,16.32381633598237,0.6355752888137507
hdd,16.3168730132156,0.6360424328665248
irq5,16.312475529758608,0.6363382587704549
incredulity,16.311730893393733,0.6363883489674793
lines,16.309770395779942,0.6365202239502977
nerve,16.308497414443018,0.6366058494822098
framebuffer,16.30400412281123,0.6369080667422682
defensemen,16.303931834153886,0.6369129286162862
cassels,16.300410118823738,0.6371497773692509
dubinski,16.298857968453206,0.6372541597089647
13h,16.296352790455163,0.6374226259416427
diagram,16.29504419728141,0.6375106215619812
creation,16.293252621463843,0.6376310910412932
andrea,16.287388854345842,0.6380253507801841
egypt,16.28516255577236,0.6381750262953279
ferrari,16.284037006377243,0.638250694938493
x11r6,16.275877196796902,0.6387992079516636
sawed,16.273069516598486,0.6389879209034457
reason,16.26497682774474,0.6395317894096486
modifier,16.26392895179116,0.639602204581434
cheaper,16.263353174772664,0.6396408949368027
manu,16.260041136732582,0.639863443381812
inductive,16.258802534418614,0.6399466654821775
olds,16.25585148867683,0.6401449377494484
fellowship,16.255504719324783,0.6401682353056297
georgetown,16.25338395124105,0.6403107142075402
drafted,16.245833146445705,0.6408179410929795
marry,16.245624749305186,0.6408319389580176
cylinder,16.24040850883126,0.6411822874387594
telephony,16.232839005231376,0.6416906166130507
chemistry,16.231526028800385,0.6417787801728958
rare,16.22784231118286,0.6420261192900008
foreign,16.220664302637854,0.6425080163138487
320x200,16.219233268579103,0.6426040791598853
infallibility,16.218881963812315,0.64262766113685
xflush,16.213244081183205,0.6430060869973986
bolt,16.211690866119287,0.6431103327939611
astronautics,16.21142169622826,0.6431283980375191
02106,16.21021632257672,0.6432092948194117
864,16.210027730693476,0.6432219516561574
chapter,16.209706560007948,0.6432435060285748
gmc,16.20569832189894,0.6435124922547155
kellog,16.204052956681505,0.6436229023503723
members,16.202175031060747,0.6437489126571445
heliocentric,16.196251795484066,0.644146328252661
su,16.19526644732857,0.6442124338850503
languages,16.18414947947317,0.6449581431316873
pspod,16.183384131134712,0.645009473877529
podleski,16.183384131134712,0.645009473877529
totals,16.17044638819602,0.6458770378016319
martian,16.165666472577822,0.6461974911761783
fenholt,16.160827769520512,0.6465218454985896
red,16.156959650891796,0.6467811090320679
israels,16.15140476315896,0.6471533837273518
wolverine,16.1510212447028,0.6471790841754699
reward,16.127876701125885,0.648729568972569
1024x768,16.118623367893306,0.6493491925546473
mime,16.1180063873041,0.6493905013793222
rhodes,16.11782786500631,0.6494024538883449
support,16.111873338806376,0.6498010906015682
died,16.10984611420299,0.6499367919788721
benz,16.10984549163138,0.6499368336523312
years,16.10380776049652,0.6503409511817568
fluorescent,16.098624685604065,0.6506878107089629
nasp,16.089589262306635,0.6512923549407281
espionage,16.086783045307158,0.6514800825953563
list,16.08501252647126,0.6515985174024381
kc,16.082628844562443,0.6517579589286631
operational,16.08231353208089,0.6517790489783514
proposed,16.07110670659327,0.6525285070968714
900rr,16.070373726700563,0.6525775168132002
thessaloniki,16.07006176299849,0.6525983755320905
cell,16.069119109894128,0.6526614026696013
smuggling,16.068454270716042,0.6527058537351113
rama,16.065641936189575,0.65289387659145
pad,16.065397779427723,0.6529101993344255
suicides,16.061734315180605,0.6531551009386485
usui,16.057309859951634,0.6534508396426997
sprites,16.055811939155454,0.6535509547234539
cub,16.05360281427755,0.6536985958135126
com,16.044718790697953,0.6542922390168664
likely,16.042932308396388,0.6544115954185867
djgpp,16.038620042357035,0.6546996753510987
international,16.034726509846845,0.6549597499096257
create,16.03120993552743,0.6551946187691424
collaborator,16.030553157220837,0.655238481643131
rc2,16.029598209103405,0.6553022562041294
100,16.025958022252812,0.65554534287447
texans,16.024940436074004,0.6556132910751
sinners,16.01858977881883,0.6560373016273771
observations,16.01695516798295,0.6561464253909102
example,16.010933531318642,0.6565483720381444
netanyahu,16.009589984973502,0.6566380441087656
nickname,16.008491660245,0.656711346629264
hubcap,16.0077021415764,0.6567640378009711
logname,16.005523924577684,0.6569094017162317
ssd,16.00401033206157,0.6570104059413937
peter,15.998987656894581,0.6573455422189771
iig,15.998461494231941,0.6573806471999348
flashlight,15.997621964065377,0.6574366585109174
_____________________________________________________,15.991365379911146,0.6578540353593749
xtaddcallback,15.989715936471194,0.6579640560681466
johnny,15.989427714279799,0.6579832803949253
sdcn,15.987852427017843,0.6580883484497669
xtsetarg,15.98258629701931,0.6584395491893806
ahmed,15.978815237824907,0.6586910067898658
uses,15.969646753255752,0.659302242929112
editor,15.962444944120001,0.6597822398751161
point,15.959790098174476,0.6599591557230147
tennessee,15.959372113537873,0.6599870083398026
denominations,15.956700205497778,0.6601650433033199
bo,15.953272595100907,0.6603934095603263
steer,15.951999416224039,0.6604782292040671
docs,15.948094758046011,0.6607383368233437
indians,15.947785353515084,0.6607589462818206
mailing,15.945521999672586,0.6609097020451982
486dlc,15.944892507562047,0.6609516287761417
compartment,15.941783759178563,0.6611586712282926
convex,15.934661430103457,0.661632937271234
abraham,15.928772575677247,0.6620249827101514
grants,15.928290115146517,0.6620570986723939
pinks,15.925505044335882,0.6622424823536757
bullshit,15.92157946339268,0.662503752639238
ethan,15.91974168009308,0.6626260558979699
young,15.918691575238192,0.6626959362563611
standby,15.916069676215448,0.6628704024651536
utica,15.910701529219502,0.6632275606680538
mlb,15.909624666691563,0.6632991995259139
scrollbar,15.909172432064848,0.6633292838892266
001,15.906177392705606,0.6635285134888843
select,15.903920515501309,0.663678627094028
hypercard,15.898945044738557,0.6640095235672479
parking,15.897624893248867,0.6640973114243641
propoganda,15.891211125920746,0.6645237589092805
cheap,15.888353786226698,0.6647137109992765
defensively,15.885339799663104,0.6649140561847108
336,15.883962203007002,0.665005620497077
market,15.883240698175415,0.6650535747790027
maintenance,15.882966136710579,0.6650718229830693
inductance,15.882719436413042,0.6650882192975216
defined,15.881176155361073,0.6651907863588421
schaeffer,15.878355276996647,0.6653782486210514
50mhz,15.876083055534883,0.6655292361563647
inerrantist,15.876082424930614,0.6655292780578954
band,15.87149180710095,0.6658342843366212
implement,15.862127685365893,0.6664562935263931
equilizer,15.861306127976114,0.6665108553070905
dogfight,15.859857290916137,0.666607072454128
master,15.85973680044502,0.6666150739905732
copyfromparent,15.854068528898079,0.6669914535827739
stroke,15.851088876095524,0.6671892749830384
disappointment,15.848558703928852,0.6673572382563783
bdi,15.846639470183083,0.6674846346212272
experts,15.84460768455057,0.6676194923454645
decoration,15.844126965443813,0.6676513981311052
rng,15.841606589571734,0.6678186687202979
pediatric,15.840850225834494,0.6678688635484133
maxtor,15.83925585198631,0.6679746669799653
khz,15.837073765849532,0.6681194612675346
russians,15.83557491226191,0.6682189123259175
minorities,15.835155215128292,0.6682467588433456
washer,15.834563502269994,0.6682860177150741
praying,15.833309057315597,0.6683692446039508
aliases,15.829428502427797,0.668626677929829
daulton,15.826225197219104,0.668839155158264
loving,15.825658320513863,0.6688767538166402
jdr,15.824559183851513,0.6689496528898622
batteries,15.822151509373697,0.6691093289429455
destroyed,15.821714439496407,0.6691383137168427
nx2000,15.813311417232795,0.6696954775335195
mercies,15.812395577372012,0.6697561918589672
adventure,15.81148317229796,0.6698166764036753
vector,15.807264309074963,0.6700963234591335
marital,15.805540910591594,0.670210546013013
concessions,15.800065208259507,0.670573412496047
fred,15.79866207878785,0.6706663836281072
sword,15.7939182897856,0.670980669556988
branch,15.792763903209755,0.6710571414763442
splines,15.791628638198679,0.6711323434039554
owners,15.788222192435704,0.6713579726750589
vb,15.784511277960291,0.6716037351609399
riflemen,15.782436676825741,0.6717411143375027
stankowitz,15.779824781979565,0.6719140572328866
teenagers,15.777012235621433,0.672100266453916
faq,15.775183267641342,0.6722213453751424
filemanager,15.772484995226117,0.6723999571394598
tobacco,15.77051278144429,0.6725304956939967
duke,15.765551035844183,0.6728588634914836
stones,15.761619855161893,0.6731189833398747
town,15.759598855627129,0.6732526939754402
hackers,15.757168779819565,0.6734134552793403
stalk,15.756019898588642,0.6734894539848502
springfield,15.747168500060868,0.6740748598138928
meal,15.746038150937771,0.674149603018739
1920,15.74577077421791,0.674167282544964
city,15.741017020291638,0.674481579554238
super,15.740719612041227,0.6745012408780233
fine,15.740273365811591,0.6745307412738476
resistant,15.739353389660717,0.6745915572916301
